time,requestor,role,component,request_type,violation_type,score
2016-09-26 11:59:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-27 12:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 12:28:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-09-27 12:43:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 12:57:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 01:11:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-27 01:26:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-27 01:40:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-27 01:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 02:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 02:23:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 02:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 02:52:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-27 03:07:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-27 03:21:00,User C,Administrator,Element 3,Select,No authorization,FALSE
2016-09-27 03:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 03:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 04:04:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-09-27 04:19:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-09-27 04:33:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-09-27 04:47:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 05:02:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 05:16:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-27 05:31:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-09-27 05:45:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-09-27 05:59:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-09-27 06:14:00,User A,Analyst,Element 3,Append,No authorization,TRUE
2016-09-27 06:28:00,User A,Analyst,Element 1,Select,No authorization,FALSE
2016-09-27 06:43:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 06:57:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 07:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 07:26:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-27 07:40:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-27 07:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 08:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 08:23:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-27 08:38:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-27 08:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 09:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 09:21:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-09-27 09:35:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-09-27 09:50:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-27 10:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 10:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 10:33:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-09-27 10:47:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 11:02:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-09-27 11:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 11:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 11:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 11:59:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-27 12:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 12:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 12:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 12:57:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-27 01:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 01:26:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 01:40:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-09-27 01:55:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 02:09:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-09-27 02:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 02:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 02:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 03:07:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-27 03:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 03:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 03:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 04:04:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-27 04:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 04:33:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 04:47:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 05:02:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 05:16:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-09-27 05:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 05:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 05:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 06:14:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-27 06:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 06:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 06:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 07:11:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-27 07:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 07:40:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 07:55:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 08:09:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 08:23:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-27 08:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 08:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 09:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 09:21:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-27 09:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 09:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 10:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 10:19:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-27 10:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 10:47:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 11:02:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 11:16:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-27 11:31:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-27 11:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-27 11:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 12:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 12:28:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-28 12:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 12:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 01:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 01:26:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-28 01:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 01:55:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 02:09:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 02:23:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 02:38:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-09-28 02:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 03:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 03:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 03:35:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-28 03:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 04:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 04:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 04:33:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-28 04:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 05:02:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-09-28 05:16:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 05:31:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 05:45:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-28 05:59:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-28 06:14:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-28 06:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 06:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 06:57:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 07:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 07:26:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-28 07:40:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-28 07:55:00,User C,Administrator,Element 3,Select,No authorization,FALSE
2016-09-28 08:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 08:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 08:38:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-09-28 08:52:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-09-28 09:07:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-09-28 09:21:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 09:35:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 09:50:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-28 10:04:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-09-28 10:19:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-09-28 10:33:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-09-28 10:47:00,User A,Analyst,Element 3,Append,No authorization,TRUE
2016-09-28 11:02:00,User A,Analyst,Element 1,Select,No authorization,FALSE
2016-09-28 11:16:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 11:31:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 11:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 11:59:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-28 12:14:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-28 12:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 12:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 12:57:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-28 01:11:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-28 01:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 01:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 01:55:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-09-28 02:09:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-09-28 02:23:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-28 02:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 02:52:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 03:07:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-09-28 03:21:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 03:35:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-09-28 03:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 04:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 04:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 04:33:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-28 04:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 05:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 05:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 05:31:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-28 05:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 05:59:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 06:14:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-09-28 06:28:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 06:43:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-09-28 06:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 07:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 07:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 07:40:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-28 07:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 08:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 08:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 08:38:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-28 08:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 09:07:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 09:21:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 09:35:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-28 09:50:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-09-28 10:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 10:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 10:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 10:47:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-28 11:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 11:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 11:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-28 11:45:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-28 11:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 12:14:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 12:28:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 12:43:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 12:57:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-29 01:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 01:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 01:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 01:55:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-29 02:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 02:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 02:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 02:52:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-29 03:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 03:21:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 03:35:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 03:50:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 04:04:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-29 04:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 04:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 04:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 05:02:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-29 05:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 05:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 05:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 05:59:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-29 06:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 06:28:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 06:43:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 06:57:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 07:11:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-09-29 07:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 07:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 07:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 08:09:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-29 08:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 08:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 08:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 09:07:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-29 09:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 09:35:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-09-29 09:50:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 10:04:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 10:19:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-29 10:33:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-29 10:47:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-29 11:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 11:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 11:31:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 11:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 11:59:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-29 12:14:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-29 12:28:00,User C,Administrator,Element 3,Select,No authorization,FALSE
2016-09-29 12:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 12:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 01:11:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-09-29 01:26:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-09-29 01:40:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-09-29 01:55:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 02:09:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 02:23:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-29 02:38:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-09-29 02:52:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-09-29 03:07:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-09-29 03:21:00,User A,Analyst,Element 3,Append,No authorization,TRUE
2016-09-29 03:35:00,User A,Analyst,Element 1,Select,No authorization,FALSE
2016-09-29 03:50:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 04:04:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 04:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 04:33:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-29 04:47:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-29 05:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 05:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 05:31:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-29 05:45:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-29 05:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 06:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 06:28:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-09-29 06:43:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-09-29 06:57:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-29 07:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 07:26:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 07:40:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-09-29 07:55:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 08:09:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-09-29 08:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 08:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 08:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 09:07:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-29 09:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 09:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 09:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 10:04:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-29 10:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 10:33:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 10:47:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-09-29 11:02:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-29 11:16:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-09-29 11:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 11:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-29 11:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 12:14:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-30 12:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 12:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 12:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 01:11:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-30 01:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 01:40:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 01:55:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 02:09:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 02:23:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-09-30 02:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 02:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 03:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 03:21:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-30 03:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 03:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 04:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 04:19:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-30 04:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 04:47:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 05:02:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 05:16:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 05:31:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-30 05:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 05:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 06:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 06:28:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-30 06:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 06:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 07:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 07:26:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-30 07:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 07:55:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 08:09:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 08:23:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 08:38:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-09-30 08:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 09:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 09:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 09:35:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-30 09:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 10:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 10:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 10:33:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-30 10:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 11:02:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 11:16:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 11:31:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-09-30 11:45:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-09-30 11:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 12:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 12:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 12:43:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-30 12:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 01:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 01:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 01:40:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-09-30 01:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-09-30 02:09:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-09-30 02:23:00,User B,Business user,Table 2,Select,No authorization,FALSE
